persona_id,persona,comparison_number,choice,choice_type,explanation,individual1_id,individual1_sex,individual1_age,individual1_race,individual1_juv_fel,individual1_juv_misd,individual1_juv_other,individual1_priors,individual1_charge,individual2_id,individual2_sex,individual2_age,individual2_race,individual2_juv_fel,individual2_juv_misd,individual2_juv_other,individual2_priors,individual2_charge,timestamp
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",1,Should be treated equally,equal,,10735,Male,63,African-American,0,0,0,1,F,7842,Male,51,African-American,0,0,0,4,F,2025-03-07 03:47:03
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",2,Should be treated equally,equal,,9158,Female,27,Other,0,0,0,0,F,6689,Male,45,Caucasian,0,0,0,1,M,2025-03-07 03:47:04
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",3,Should be treated equally,equal,,9365,Male,47,Native American,4,0,0,22,F,10502,Male,31,Caucasian,0,0,0,0,F,2025-03-07 03:47:04
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",4,Should be treated equally,equal,,4106,Male,44,Caucasian,0,0,0,6,F,10779,Male,67,Caucasian,0,0,0,1,F,2025-03-07 03:47:04
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",5,Should be treated equally,equal,,2484,Male,50,Caucasian,0,0,0,0,M,1756,Female,56,Caucasian,0,0,0,1,F,2025-03-07 03:47:05
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",6,Should be treated equally,equal,,1520,Male,24,Caucasian,0,0,0,2,F,3898,Male,53,Caucasian,0,0,0,2,F,2025-03-07 03:47:05
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",7,Should be treated equally,equal,,10559,Male,27,African-American,0,0,0,4,M,5585,Male,43,African-American,0,0,0,4,F,2025-03-07 03:47:05
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",8,Should be treated equally,equal,,4846,Male,35,African-American,0,0,0,7,F,7355,Female,35,Caucasian,0,0,0,2,M,2025-03-07 03:47:06
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",9,"Ok to treat differently, or no opinion",different,,1031,Female,34,Caucasian,0,0,1,15,F,4661,Male,43,African-American,0,0,0,8,M,2025-03-07 03:47:06
400,"age: 18
sex: Male
race: White
ancestry: Swiss
household language: English
education: High School Diploma
employment status: Not in labor force
class of worker: Not applicable
industry category: Not applicable
occupation category: Not applicable
detailed job description: Currently not working, possibly a student or taking a gap year
income: 20700
marital status: Single
household type: Living with relatives, no children
family presence and age: No related children
place of birth: North Carolina, USA
citizenship: US Citizen
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Average, Extraversion: Extremely High, Agreeableness: High, Neuroticism: Average
defining quirks: Enjoys collecting various items as a hobby
mannerisms: Often engages others in conversation and maintains eye contact
personal time: Spends free time with friends or on his collection
lifestyle: Active and social
ideology: Liberal
political views: Democrat
religion: Religiously Unaffiliated
",10,Should be treated equally,equal,,8964,Male,38,African-American,0,0,0,17,M,8710,Female,34,African-American,0,0,0,1,M,2025-03-07 03:47:06
