persona_id,persona,comparison_number,choice,choice_type,explanation,individual1_id,individual1_sex,individual1_age,individual1_race,individual1_juv_fel,individual1_juv_misd,individual1_juv_other,individual1_priors,individual1_charge,individual2_id,individual2_sex,individual2_age,individual2_race,individual2_juv_fel,individual2_juv_misd,individual2_juv_other,individual2_priors,individual2_charge,timestamp
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",1,Should be treated equally,equal,,2428,Male,35,African-American,0,4,17,12,F,8865,Female,65,Caucasian,0,0,0,0,F,2025-03-07 03:44:43
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",2,Should be treated equally,equal,,7553,Female,20,Other,0,0,0,0,M,5054,Male,23,African-American,0,0,0,0,M,2025-03-07 03:44:43
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",3,Should be treated equally,equal,,5646,Male,23,African-American,0,0,0,6,F,10837,Male,47,African-American,0,0,0,14,M,2025-03-07 03:44:44
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",4,Should be treated equally,equal,,2502,Male,45,Hispanic,0,0,0,0,F,377,Female,24,Caucasian,0,0,0,1,M,2025-03-07 03:44:44
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",5,Should be treated equally,equal,,9189,Male,48,Caucasian,0,0,0,6,F,4559,Male,41,African-American,0,0,0,2,M,2025-03-07 03:44:44
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",6,Should be treated equally,equal,,2962,Male,40,African-American,0,0,0,1,M,7339,Male,25,African-American,0,0,1,1,M,2025-03-07 03:44:45
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",7,Should be treated equally,equal,,739,Male,26,African-American,0,0,0,2,M,6915,Male,30,African-American,0,1,0,9,F,2025-03-07 03:44:45
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",8,Should be treated equally,equal,,1909,Male,57,Caucasian,0,0,0,0,M,2398,Female,56,Caucasian,0,0,0,1,F,2025-03-07 03:44:45
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",9,Should be treated equally,equal,,3284,Male,37,Caucasian,0,0,0,11,F,5494,Male,53,Hispanic,0,0,0,1,M,2025-03-07 03:44:46
250,"age: 28
sex: Female
race: Two or More Races
ancestry: Spanish
household language: English
education: 1 or more years of college credit, no degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: INF-Libraries And Archives
occupation category: OFF-Library Assistants, Clerical
detailed job description: Assists library patrons, organizes library resources
income: 125000.0
marital status: Never married
household type: Female householder, no spouse/partner present, with relatives, no children of the householder less than 18
family presence and age: No related children
place of birth: North Carolina/NC
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: Average, Agreeableness: Extremely High, Neuroticism: Extremely High
defining quirks: Deep love for literature and reading
mannerisms: Expressive and emotionally open
personal time: Reading, writing, exploring local parks
lifestyle: Quiet and intellectual
ideology: Liberal
political views: Democrat
religion: Protestant
",10,Should be treated equally,equal,,2220,Male,52,African-American,0,0,0,15,M,3042,Female,40,African-American,0,0,0,4,M,2025-03-07 03:44:46
